,lot,wafers,sites,VTCNHV,IONNHV,IOFNHV,VTCNSV,IONNSV,IOFNSV,VTCNLV,IONNLV,IOFNLV,R-FN,VTCPHV,IONPHV,IOFPHV,VTCPSV,IONPSV,IOFPSV,VTCPLV,IONPLV,IOFPLV,VTCPLDSP,IONPLDSP,IOFPLDSP,R-FP,R-LAA,R-LAB,R-LAC,R-LAD,R-LAE,RCLAA-LAB,RCLAB-LAC,RCLAC-LAD,RCLAD-LAE,R-PN,R-LBA,R-LCA,RCLAX-LBA,RCLBX-LCA,RCLCX-TMA,R-PP,R-PPSW,VTHN33S,IONN33S,IOFN33S,VTHN33L,IONN33L,IOFN33L,R-TMA,VTHP33S,IONP33S,IOFP33S,VTHP33L,IONP33L,IOFP33L,RCP-LAA,RCFL-LAA,VTCNUV,VTCNTRDP,IONNTRDP,IOFNTRDP,VTHNFPG2,VTHNFDD,VTHNFER2,VTHNFGD2,IONNH,VTHNH,BVNGOX-1,C-GN---3a,BVNGOX-2a,IONNPA,VTHNPA,BVDNPA,IONPH,VTHPH,BVDPH,C-GP---5a,BVPGOX-1,RSCRS2,BVTN,BVTN---3,C-PA-PB1,BVPA-PB2,RSPA,IONNNO-1,VTHNNO-1,BVDNNO-1,IONPNO-1,VTHPNO-1,BVDPNO-1,RSWL,BVDNSHS,BVDNNOS,VTHN_SB1p0,IONN_SB1p0,BVDN_SB1p0,FIONNPNO-H,FIONPPNO-H,SUMIOFF
25,4C57447-01,13.0,5.0,0.6731857777777777,0.225787111111111,-10.624793958421524,0.6142267111111115,0.2592008888888887,-10.0791034960045,0.45801502222222235,0.3649944444444446,-8.681508458278033,167.09608888888886,-0.7561262222222221,-0.07080220000000002,-11.086941834639644,-0.6743443111111111,-0.09207504444444443,-10.809051005563061,-0.4785758222222224,-0.15347377777777785,-9.08464312163229,-0.7973187111111111,-0.013976175555555552,-11.754665608363627,189.0482666666667,1802.3662222222233,1369.0933333333337,1562.3684444444457,1440.3404444444448,1421.9559999999997,27993.48,28232.466666666667,29255.248888888887,30609.146666666667,162.87502222222227,298.9792444444445,56.02604000000004,2900.4831111111093,589.7486666666665,583.7331555555556,193.11066666666648,4837.278828828835,0.46519568888888896,6.155711111111111,-11.461898822799997,0.1516274666666666,7.37866222222222,-7.911176843528884,38.37147555555555,-0.49409017777777786,-2.8396266666666663,-11.165614832331835,-0.24230875555555564,-3.666720000000005,-9.018684468133335,986655.0666666667,1362597.767857143,0.3219687555555557,0.5806633777777779,0.06916860000000001,-11.387548129820628,7.681555555555552,7.652444444444443,2.691244444444446,2.7006222222222225,0.4709690222222222,0.5559199111111114,-17.999111111111095,153.23494221475562,17.453777777777795,0.008635176444444444,1.4887999999999997,6.107733333333325,-0.287590888888889,-0.5676234222222226,-10.243653333333327,150.20673314755555,17.476444444444446,17.83046666666668,-13.899111111111125,-12.39511111111112,126.71913920200004,-18.57711111111113,1505.6431111111112,0.4988179555555559,0.24643600000000002,11.068208888888892,-0.30549595555555553,-0.2581001333333335,-10.70007589285714,151899.2888888889,9.748315555555552,11.041844444444445,0.31283093333333317,1.133982222222222,11.270515555555553,-12.072402673955546,-11.70402317426667,-8.72824311985333
26,4C57448-01,13.0,5.0,0.677446222222222,0.22128022222222218,-10.630770406924112,0.6205808,0.252668222222222,-10.096942290778287,0.47395439999999994,0.34907066666666675,-8.79045318371111,165.5888444444445,-0.7713647767857141,-0.06681777777777781,-11.117315900995472,-0.6830115999999998,-0.08946228888888899,-10.910584373049327,-0.493087111111111,-0.1477724444444444,-9.23724905445089,-0.7945230222222223,-0.01387668888888889,-11.820455848251116,187.53871111111113,1742.4448888888885,1413.4737777777782,1536.141777777778,1407.2231111111114,1417.142410714285,27750.68,27987.56,30248.391111111112,31457.635555555556,161.42960000000008,303.71799999999996,57.626462222222194,3017.907555555557,637.160755555556,601.9695999999997,190.681511111111,4838.440888888891,0.458232711111111,6.149315555555555,-11.572820238399991,0.1484100888888889,7.354666666666669,-7.877224135013326,37.129177777777755,-0.49389537777777787,-2.8354177777777787,-11.247187375246636,-0.24050564444444433,-3.666208888888892,-8.985520823791111,970736.7111111111,1367749.7777777778,0.325603022222222,0.5765628444444445,0.06913368888888886,-11.33925452441441,7.55684444444444,7.535200000000002,2.7569777777777755,2.765199999999999,0.47300466666666674,0.5371879111111109,-17.943333333333328,151.96720290764435,17.426000000000016,0.009694242666666665,1.4454222222222224,6.143511111111113,-0.28572279999999994,-0.5770590222222224,-10.24311111111112,150.8617155151111,17.552666666666642,16.968111111111117,-13.880222222222226,-12.379111111111095,128.97515839768886,-18.831777777777816,1435.2279999999994,0.5036379555555556,0.2213029777777778,11.144035555555547,-0.3035734666666667,-0.27199315555555553,-10.712591111111108,151392.6222222222,9.803279999999999,11.107155555555554,0.2859207999999999,1.1444617777777777,11.368257777777776,-13.311871571479818,-12.387513362901787,-8.824109137644445
27,4C57449-01,13.0,5.0,0.6702991555555557,0.2268740000000001,-10.596066685529145,0.6154436000000002,0.2577511111111109,-10.039200065762328,0.4566948444444445,0.36410577777777775,-8.640537629121079,167.161911111111,-0.7540747111111115,-0.07185795555555557,-11.107552309417038,-0.6690433777777774,-0.09426411111111109,-10.763061657248869,-0.47429928888888884,-0.1559224444444445,-9.025998653291472,-0.7951468444444442,-0.01399893333333333,-11.775122060271483,185.73537777777787,1751.5915555555557,1416.8533333333341,1483.2502222222222,1437.0977777777782,1410.5755555555547,27346.093333333334,28403.795555555556,29762.075555555555,29452.546666666665,161.01319999999984,303.09191111111136,55.88189777777776,3000.7719999999995,604.5504,588.7016000000002,189.2535555555555,4835.507555555555,0.4594657777777778,6.19809777777778,-11.430854332187497,0.14156524444444443,7.424864444444443,-7.780356822066667,36.642493333333334,-0.5017955555555556,-2.8194111111111098,-11.183032093883936,-0.24197782222222225,-3.672099999999997,-9.016215888791109,939834.1777777778,1315444.888888889,0.32043208888888897,0.5742919111111111,0.07058531111111108,-11.33007317080718,7.670355555555554,7.643333333333336,2.588177777777776,2.597644444444442,0.4693757333333332,0.5662653777777776,-17.972888888888885,152.47434769155544,17.385555555555545,0.008874063111111118,1.4805333333333337,6.108755555555542,-0.28724448888888876,-0.5719417333333336,-10.201848888888886,150.00728221875565,17.449111111111115,17.81220444444444,-13.727111111111109,-12.315333333333337,129.65151236560007,-18.854444444444443,1490.326222222221,0.49789742222222233,0.25566288888888905,11.015804444444443,-0.305148533333333,-0.26579368888888877,-10.668035555555557,146589.9111111111,9.69289732142857,10.989,0.3192084,1.1322008888888884,11.235831111111109,-12.142128159288887,-11.699393917511111,-8.66533425511607
28,4C57450-01,13.0,5.0,0.6684925333333334,0.22647288888888892,-10.56757174975447,0.6149431111111109,0.25623088888888895,-10.063591955571434,0.47457786666666657,0.35022200000000026,-8.84029086626009,164.35133333333332,-0.7682296000000006,-0.06785160000000001,-11.104125245223216,-0.6828001777777783,-0.08975644444444442,-10.870016903783782,-0.4879419111111112,-0.1490604444444445,-9.19206309917937,-0.8048215111111114,-0.013560777777777781,-11.705039078063054,181.6743111111112,1796.9062222222226,1432.8168888888886,1552.7102222222227,1468.660444444445,1500.8871111111107,26995.32,28299.706666666665,29193.244444444445,28984.34222222222,158.7571111111111,314.59302222222226,56.23863999999998,2986.431111111111,597.7308888888889,591.463688888889,186.9215111111111,4834.860888888893,0.46203257777777784,6.168297777777775,-11.44610868848888,0.14680933333333324,7.401406666666668,-7.85207041691111,37.99375555555555,-0.4880055111111113,-2.8587066666666674,-11.142420326741071,-0.23742831111111112,-3.6914622222222215,-8.965883428564444,950927.6444444444,1344959.111111111,0.32664986666666684,0.570914711111111,0.07032255555555558,-11.273793543513515,7.666933333333336,7.63911111111111,2.656711111111111,2.665377777777779,0.4675927555555555,0.5690224888888888,-17.97844444444444,152.6790334970221,17.40711111111111,0.00884932088888889,1.475555555555555,6.10137777777777,-0.28666395555555557,-0.5741411555555558,-10.234244444444444,150.03838872279997,17.456888888888894,18.032626666666655,-13.784444444444446,-12.333777777777774,128.0085785601333,-18.71999999999999,1453.195111111112,0.495926088888889,0.26053035555555554,11.026079999999999,-0.30432057777777766,-0.26792146666666666,-10.695142222222216,147225.3777777778,9.715995555555555,11.000535714285714,0.3259134222222223,1.1281599999999998,11.23122666666667,-12.140232128888883,-11.701532695066666,-8.776052636666673
29,4C57488-01,13.0,5.0,0.6720689333333334,0.2246908888888889,-10.671200769397322,0.6188143555555553,0.2547177777777777,-10.170303841829602,0.47795822222222245,0.3461255555555561,-8.902663294946425,167.2196888888889,-0.7613082222222224,-0.06935075555555556,-11.084988579017864,-0.6811351999999996,-0.08983346666666667,-10.843527630855865,-0.4939027555555555,-0.14849422222222222,-9.234820228883413,-0.7997030666666666,-0.013799044444444443,-11.718367442171937,187.95684444444433,1701.6493333333342,1436.2964444444433,1470.1791111111106,1474.6697777777767,1404.6479999999985,26577.102222222224,29868.6,27796.551111111112,32358.768888888888,162.6442222222222,295.54048888888883,55.61121333333331,3123.3275555555565,597.9570222222223,597.4948888888889,192.46520000000007,4843.378222222222,0.4549605333333335,6.203064444444444,-11.405422200844438,0.14471111111111115,7.410135555555553,-7.828864404862225,37.01297777777778,-0.49471799999999994,-2.8210155555555563,-11.174752080266675,-0.24049040000000016,-3.65946888888889,-9.004360072484442,981277.5555555555,1412604.0,0.3281908888888891,0.5710415111111111,0.0699607111111111,-11.296357498603605,7.619688888888888,7.593422222222222,2.726977777777777,2.736177777777778,0.4782715999999998,0.5350023111111107,-17.868444444444435,150.00963225755558,17.10222222222222,0.008651982222222222,1.495511111111112,6.122933333333331,-0.2922973333333334,-0.5457320444444447,-10.255671111111111,148.5192397283555,17.309999999999995,17.994133333333338,-13.900222222222213,-12.386888888888896,128.45950118244443,-18.827777777777815,1523.9391111111108,0.5076893777777775,0.22101422222222225,11.107062499999994,-0.3103194666666666,-0.23627524444444437,-10.712884444444446,150958.7111111111,9.782342222222226,11.063137777777783,0.2865657777777779,1.1563853333333332,11.338604444444439,-12.255499233555556,-11.762307449866665,-8.823812600742219
30,4C57489-01,13.0,5.0,0.6530908444444445,0.23633066666666686,-10.498187804896858,0.5997381333333335,0.26707688888888875,-9.960331595665181,0.4607881333333334,0.3601982222222221,-8.74250420078125,165.69271111111112,-0.7518959555555562,-0.0718511111111111,-11.14078277504465,-0.6694779555555552,-0.0938367111111111,-10.83413084739911,-0.48403417777777813,-0.15148066666666676,-9.19573430443891,-0.7882836444444448,-0.014472733333333335,-11.756547330580352,184.97008888888874,1813.865777777779,1479.800892857142,1447.0106666666654,1524.7564444444438,1396.6320000000005,27472.80888888889,28727.795555555556,27568.315555555557,31319.137777777778,160.62182222222228,305.3556444444444,56.41616444444446,2982.0679999999993,615.4912444444444,586.4681333333334,190.54164444444456,4870.903555555556,0.45950239999999976,6.179202222222222,-11.401893275535713,0.15207528888888894,7.379395555555557,-7.919638171462223,36.81352888888891,-0.4909846222222222,-2.8425733333333345,-11.128976398295965,-0.23894262222222226,-3.6666733333333332,-8.985016439364443,970989.9553571428,1402858.0357142857,0.32261626666666643,0.5690487111111113,0.07054697777777776,-11.247307582187505,7.7765777777777725,7.747111111111111,2.7920444444444428,2.7998666666666643,0.4727600888888888,0.5501118222222223,-17.986666666666682,152.02668723804447,17.349111111111107,0.007586841777777782,1.5316444444444441,6.064755555555542,-0.28717991111111113,-0.5739753333333336,-10.251435555555554,150.0479026763999,17.480888888888888,17.448866666666667,-13.913999999999994,-12.39799999999999,127.20769633364453,-18.672888888888867,1447.8604444444436,0.5006045777777777,0.23919835555555563,11.05232444444444,-0.3047442666666663,-0.26675733333333324,-10.719564444444439,150483.11111111112,9.735751111111105,11.023937777777784,0.30322386666666673,1.1411848888888896,11.291280000000002,-11.861611561333332,-11.58590159328889,-8.692374573391113
31,4C57490-01,13.0,5.0,0.687230222222222,0.21619062499999994,-10.829751022559089,0.6300606222222219,0.24773711111111105,-10.276655925237666,0.48159271111111096,0.34370666666666666,-8.933214646932738,164.82417777777772,-0.7653649333333333,-0.06788708888888893,-11.176647059686099,-0.6838213333333331,-0.08928906666666665,-10.87856178113122,-0.49250986666666696,-0.14800088888888882,-9.277630834192827,-0.7933795927601813,-0.014158800904977384,-11.697310144263636,181.7194222222221,1825.5106666666672,1362.8319999999992,1480.8920000000005,1482.3204444444439,1432.345777777778,25565.34222222222,29381.6,29301.08035714286,29791.617777777778,158.80622222222226,312.0600000000002,58.333243243243224,3024.6471111111114,598.877155555556,611.2072888888888,185.54333333333338,4820.646606334846,0.4650891555555559,6.124944444444444,-11.533122383466663,0.1562325777777779,7.324857777777777,-7.981669324128888,35.934684931506844,-0.49849240000000034,-2.8047977777777753,-11.224964620807187,-0.24746888888888882,-3.628988888888887,-9.072180695875558,982050.1834862386,1399915.111111111,0.33001666666666685,0.5787574222222225,0.06862551111111109,-11.312826005919286,7.594399999999997,7.570088888888887,2.6598222222222234,2.669288888888889,0.469124711111111,0.5581171111111108,-18.00666666666665,153.84831160364448,17.495111111111115,0.008410301333333335,1.4931111111111106,6.094488888888876,-0.28403013333333327,-0.5964011555555556,-10.22379111111111,151.0507774249334,17.537333333333336,17.665999999999997,-13.807555555555547,-12.34911111111111,127.21969846106657,-18.713333333333328,1415.3528888888882,0.49721622222222245,0.2518630222222222,11.079702222222217,-0.3025114222222221,-0.28441120000000014,-10.703800000000006,146812.97777777776,9.731395555555553,11.049826666666664,0.31606928888888874,1.1307711111111107,11.270915555555556,-12.519994248533337,-11.90290202524444,-8.902897017022319
32,4C57491-01,13.0,5.0,0.6714353777777783,0.22608399999999998,-10.73022191336323,0.6184983111111111,0.2556951111111111,-10.20793171713575,0.46313866666666675,0.3596620000000001,-8.772292231681616,162.7708,-0.7426692888888886,-0.07428713333333331,-11.06868315437501,-0.6559831111111112,-0.0974980444444445,-10.723323583120537,-0.46746128888888877,-0.15794688888888891,-9.027578550090094,-0.7834781777777776,-0.014810444444444442,-11.822072945336322,181.7913333333333,1795.6804444444438,1392.3057777777776,1473.6311111111122,1481.1284444444448,1443.8746666666668,27303.32,28052.924444444445,28803.093333333334,30691.88888888889,160.2693333333332,304.0989333333334,57.77497333333338,3099.419999999999,604.6592888888891,576.7621777777775,187.36257777777755,4881.657777777777,0.4620888888888889,6.170142222222225,-11.639978679776778,0.14446577777777786,7.4091999999999985,-7.8313041893377795,37.956977777777794,-0.4940553777777776,-2.836971111111111,-11.248651568609873,-0.2434776888888888,-3.651022222222219,-9.023006662995558,937765.5111111111,1342733.7777777778,0.32125111111111104,0.5703221333333336,0.07138493333333333,-11.326180774729727,7.637911111111113,7.614266666666666,2.753155555555557,2.760977777777778,0.4674494666666664,0.5773593777777775,-17.95977777777777,151.22602085653332,17.35177777777777,0.008094420444444446,1.5022666666666669,6.0747111111111,-0.2914180444444446,-0.5550194222222222,-10.27504,149.05524062248892,17.36266666666665,17.69392,-13.836000000000002,-12.355555555555542,127.54161601004445,-18.72377777777778,1500.7666666666669,0.4966297333333332,0.2634047111111113,11.022450892857135,-0.3091164888888888,-0.2436095999999999,-10.731266666666667,147476.22222222222,9.695346666666664,10.99505333333333,0.33022457777777775,1.1290373333333332,11.23289777777778,-13.107806339999998,-12.357306052455357,-8.736947711919644
33,4C57532-01,13.0,5.0,0.6842261777777778,0.21742577777777783,-10.864606730403587,0.6323681333333332,0.24637844444444457,-10.366689816923776,0.4876641333333336,0.3412588888888889,-9.022625398714284,163.76937777777783,-0.7611274222222221,-0.06930375555555553,-11.076650003139008,-0.6893503999999999,-0.08714419999999996,-10.960507037972977,-0.4955933333333333,-0.14663955555555563,-9.327402127260093,-0.7908075999999999,-0.01413266666666667,-11.689073431883406,182.9099555555555,1731.9480000000005,1538.4408888888881,1553.348888888888,1595.1177777777775,1488.2755555555548,25265.84,27410.924444444445,27367.742222222223,28319.764444444445,158.90048888888893,316.6928000000002,56.6982577777778,3035.1439999999984,619.0118666666666,611.5527555555558,186.91679999999997,4783.548888888888,0.4685857777777778,6.146224444444444,-11.483649617777777,0.1625965333333334,7.359164444444443,-8.054749175719996,37.31139111111112,-0.4949826222222218,-2.843291111111111,-11.16307962623319,-0.23799177777777786,-3.698191111111109,-8.971330225813334,933055.4222222222,1346812.888888889,0.3359480444444442,0.5792462222222222,0.06843306666666668,-11.36920701473214,7.637022222222217,7.609422222222218,2.508000000000002,2.519244444444445,0.47188622222222243,0.5450627555555555,-18.08933333333334,153.898882651511,17.560444444444435,0.008826201333333332,1.4768444444444446,6.115555555555559,-0.2860953777777776,-0.5776451555555557,-10.26947111111111,150.9385571447111,17.57511111111109,18.226964444444434,-13.864222222222233,-12.374888888888888,127.1719719304889,-18.723777777777766,1521.4342222222222,0.5011050666666668,0.23704737777777782,11.139866666666673,-0.30678000000000016,-0.25973426666666655,-10.741706666666664,151792.84444444443,9.83106222222223,11.107084444444437,0.3047199111111111,1.138304444444444,11.346719999999994,-12.130144056888893,-11.723830461866664,-8.93166877274107
34,4C57533-01,13.0,5.0,0.6817709333333337,0.21689044444444444,-10.821581331473203,0.6246876444444442,0.24843333333333317,-10.288612087044848,0.47804555555555606,0.3425242222222223,-8.923910183838561,159.94093333333328,-0.7649819999999995,-0.06889731111111114,-11.136773000800005,-0.6852324444444448,-0.08927526666666666,-11.012399778475336,-0.4802590666666664,-0.15229555555555552,-9.175502774986606,-0.8069787555555553,-0.013624302222222228,-11.801487935090078,177.89435555555568,1869.0382222222227,1470.5871111111107,1530.2244444444455,1493.277777777777,1482.4013333333335,26358.795555555556,26857.76,26931.36,27505.564444444444,157.03071111111106,310.42617777777804,57.441977777777815,3010.1777777777784,616.7112000000004,586.9360000000001,181.16511111111103,4875.517333333334,0.46371177777777783,6.14526888888889,-11.633507213258925,0.15852982222222223,7.341642222222221,-8.011141675964438,37.165515555555544,-0.49749879999999985,-2.8361355555555554,-11.228226752000005,-0.2385392888888889,-3.6965777777777804,-8.960362747440001,962357.4666666667,1371082.6666666667,0.3285711111111111,0.5791317333333338,0.06815617777777774,-11.358092096322881,7.576577777777781,7.5542666666666705,2.6849333333333356,2.6935111111111136,0.46810675555555564,0.5529887555555555,-18.155999999999995,153.1778096016889,17.568,0.008883964888888889,1.4732000000000003,6.109999999999987,-0.28623560000000003,-0.5688489777777775,-10.278755555555557,151.07420791853335,17.612444444444456,16.982843749999997,-13.893333333333329,-12.339333333333313,127.75869273137768,-18.71088888888888,1542.260444444444,0.499120977777778,0.2355127111111112,11.138026785714288,-0.30695382222222223,-0.24770311111111115,-10.743497777777783,146582.66666666666,9.786191964285717,11.099000000000002,0.3035944444444448,1.132987555555555,11.336133333333327,-13.500210191377786,-12.394131091116078,-8.813407323319996
35,4C57534-01,11.1,5.0,0.6528476666666665,0.23415583333333329,-10.548775450903413,0.5990209444444451,0.26501555555555545,-10.009796293438201,0.4805938888888888,0.3419380555555555,-8.939369221,164.94388888888892,-0.7793325000000002,-0.06526105555555553,-11.209360082921338,-0.6932345000000003,-0.08620175000000005,-10.947925376158189,-0.49672305555555535,-0.14579500000000006,-9.34930785837853,-0.7981841111111111,-0.013861250000000002,-11.720981179608934,179.8045555555555,1646.6388888888891,1418.2538888888887,1585.2444444444445,1493.3555555555558,1552.2288888888895,25779.444444444445,27840.12777777778,26429.838888888888,26374.3,159.43472222222223,316.03366666666676,57.62143888888889,3058.7266666666674,595.7489444444443,603.6463888888889,183.98199999999994,4872.00888888889,0.45310522222222244,6.209416666666665,-11.45898778569833,0.1387611666666666,7.440519444444443,-7.763661045049994,37.682172222222235,-0.49054549999999947,-2.8484194444444437,-11.1733705864045,-0.23585677777777794,-3.696836111111109,-8.93784009508334,922976.5555555555,1313953.3333333333,0.3280075,0.5652041111111108,0.07025894444444448,-11.229811317500001,7.537000000000001,7.5148888888888905,2.450277777777777,2.461277777777778,0.4708227222222223,0.5459133333333336,-18.021666666666654,153.15132593349995,17.427777777777777,0.009295177222222225,1.456555555555555,6.123611111111111,-0.28638477777777765,-0.5712730555555555,-10.25563333333333,151.21266188655557,17.569444444444443,18.707522222222217,-13.789444444444449,-12.349722222222207,126.74700277633336,-18.636111111111124,1522.5388888888895,0.5011835555555557,0.23363383333333315,11.106672222222223,-0.30613411111111105,-0.26028122222222233,-10.72652222222222,149488.61111111112,9.76426666666667,11.072201117318437,0.2974727222222223,1.1415111111111107,11.331944444444446,-12.408559128611117,-11.898595752333334,-8.772146272605552
36,4C57535-01,13.0,5.0,0.6689760000000005,0.22598799999999986,-10.730563932651584,0.6203585333333332,0.25359733333333323,-10.299226647409908,0.4701395111111111,0.35088555555555556,-8.84588753570852,162.40155555555555,-0.7767981777777776,-0.06585833333333331,-11.12812690134529,-0.6947623555555559,-0.08648966666666666,-11.088657641919639,-0.5056402222222224,-0.14292844444444447,-9.504515622621007,-0.7970234222222221,-0.013834466666666675,-11.807542722959635,181.47875555555552,1674.2195555555556,1473.1106666666667,1440.384888888889,1494.4991071428572,1492.017777777777,25032.568888888887,26851.46222222222,27124.955555555556,28292.448888888888,159.16582222222232,308.73733333333354,59.60783555555547,3196.362666666665,619.3244000000001,592.3702222222219,185.78666666666683,4790.323555555555,0.46064737777777787,6.190412946428574,-11.611872201696427,0.14999071111111104,7.409395089285715,-7.911636571535715,38.05441777777775,-0.48449816964285697,-2.873703125000001,-11.193757853423431,-0.2363031696428572,-3.695087053571431,-8.936850144647318,948868.8392857143,1371288.888888889,0.3211944444444442,0.565055911111111,0.07102984444444445,-11.2268749369091,7.578844444444446,7.55555555555556,2.60648888888889,2.615466666666666,0.4732450666666667,0.5364540444444444,-17.99311111111112,151.7376375521776,17.430666666666674,0.008929605777777778,1.4791555555555544,6.115066666666665,-0.2873567555555557,-0.5620891555555555,-10.245813333333336,150.19814071417773,17.497555555555564,17.694311111111112,-13.901777777777781,-12.417555555555543,128.14033529297782,-18.724666666666646,1528.330666666666,0.5018973777777779,0.23245115555555562,11.095959999999991,-0.3077470666666665,-0.24970919999999994,-10.711142222222222,149352.57777777777,9.791339285714288,11.063106666666663,0.29827715555555545,1.1410382222222222,11.33832,-12.711305749066673,-12.351479485491078,-8.836974570049328
37,4C57568-01,13.0,5.0,0.6684594666666667,0.22757111111111103,-10.693887820563068,0.6118575555555557,0.2598673333333334,-10.163466915445948,0.46815497777777765,0.35206511111111094,-8.826989506321427,159.13484444444444,-0.7629167410714289,-0.0700917857142857,-11.124454965848228,-0.6777570089285714,-0.09171437500000004,-10.904592052133939,-0.4813933482142862,-0.15239910714285715,-9.182453903080354,-0.8012873777777778,-0.013827377777777783,-11.664308693901342,178.33951111111125,1751.8431111111106,1407.6657777777766,1426.9848888888894,1567.9191111111109,1518.7337777777775,25711.02666666667,27647.604444444445,27840.924444444445,26170.693333333333,157.4233333333335,297.7183555555558,57.982684444444416,3168.7631111111095,582.4627555555552,583.7472444444445,182.94617777777776,4847.9564444444495,0.46903484444444454,6.189477777777778,-11.39872723902222,0.15165355555555554,7.441957777777779,-7.9246176584622186,37.696311111111115,-0.48925515555555565,-2.86389111111111,-11.089572289151794,-0.2341809777777777,-3.717035555555556,-8.93164492201333,925090.9777777778,1339580.888888889,0.3212721333333333,0.5682609777777778,0.07123244444444442,-11.265964002825116,7.654508928571429,7.62660714285714,2.4613333333333327,2.473555555555556,0.4707961777777779,0.5510318666666668,-18.06800000000001,152.72395273742214,17.448666666666654,0.00936800844444444,1.4591111111111108,6.115422222222211,-0.28653417777777784,-0.5716891555555554,-10.244008888888885,150.36770992386667,17.487777777777776,17.36593777777778,-13.808222222222213,-12.365777777777758,128.0357480317333,-18.742888888888885,1463.1493333333333,0.5022207999999998,0.2363266222222223,11.097968888888891,-0.3059258222222221,-0.2645737333333332,-10.701315555555553,148184.57777777777,9.762986666666668,11.066290178571421,0.30283004444444434,1.141678222222222,11.335537777777782,-11.541654533688888,-11.390645339866673,-8.741021354766815
38,4C57569-01,13.0,5.0,0.6759341333333333,0.22227422222222235,-10.711797741644146,0.621648488888889,0.2524411111111113,-10.18823444541518,0.4705033333333336,0.3531173333333333,-8.798233786071425,164.65995555555557,-0.7671419111111115,-0.06823325892857142,-11.13026983295965,-0.6778940888888889,-0.09154004444444445,-10.89375784815315,-0.4857712444444445,-0.1511911111111111,-9.201227965575896,-0.7952716444444441,-0.01419351111111111,-11.814518757297293,185.61186666666663,1905.3528888888886,1409.3902222222227,1559.6920000000002,1532.7031111111114,1509.0368888888886,27509.635555555556,29534.466666666667,28938.213333333333,29281.386666666665,160.72799999999995,298.83844444444446,56.51030666666665,3117.8711111111106,573.8333777777779,580.1722666666667,191.72862222222227,4842.819111111113,0.4502454666666666,6.231846666666669,-11.517814537200001,0.1379875555555556,7.444622222222225,-7.753231944426664,37.39347555555556,-0.49404773333333374,-2.8261955555555556,-11.239958367488798,-0.23700537777777772,-3.680175555555555,-8.949083424111109,957147.6444444444,1378031.5555555555,0.32337613333333315,0.5760348000000001,0.06918604444444446,-11.328045787963799,7.582533333333336,7.560177777777781,2.7619555555555575,2.7688,0.4694684888888889,0.5469037777777781,-18.108444444444462,153.3452593710222,17.556888888888874,0.008500343111111112,1.4881333333333342,6.110044444444436,-0.28721217777777774,-0.5682200888888884,-10.285439999999996,151.32087324777774,17.632000000000023,17.205013333333333,-13.926666666666684,-12.402666666666699,127.2225304057334,-18.64088888888892,1474.653333333333,0.4946761777777777,0.24455706666666663,11.06553777777778,-0.3047594666666669,-0.25621839999999985,-10.752302222222216,146982.75555555554,9.76888888888889,11.03691111111111,0.30759951111111106,1.1255342222222227,11.287457777777782,-13.168727323258933,-12.383081810711111,-8.816147255596409
39,4C57570-01,13.0,5.0,0.6848559555555552,0.21611111111111117,-10.801364532098662,0.6279047111111112,0.2481266666666665,-10.302893354542599,0.46297342222222204,0.3580266666666667,-8.762013676000002,159.100711111111,-0.7581069777777779,-0.07050186666666669,-11.07893543879464,-0.6703429333333337,-0.09348735555555551,-10.815563058941438,-0.47683262222222217,-0.15454933333333337,-9.082856864900902,-0.7927842666666663,-0.014141866666666676,-11.63134811839286,179.47288888888883,1724.6808888888881,1437.9644444444448,1529.680444444444,1411.0275555555556,1467.1426666666666,27341.653333333332,27070.684444444443,29718.04,29082.573333333334,156.6890666666667,299.95657777777774,57.20862222222223,3019.84622222222,581.2656888888886,592.2254666666665,184.02151111111107,4862.404888888888,0.4541797777777776,6.200391111111113,-11.51415037124444,0.1381563111111111,7.431717777777781,-7.7520389894266675,37.15570222222221,-0.4936655555555553,-2.8334955555555563,-11.225636279327363,-0.24147048888888872,-3.660664444444443,-9.00390558951555,951649.8222222222,1371745.3333333333,0.3218203111111109,0.5781824000000001,0.06928782222222218,-11.265506326289596,7.53151111111111,7.50951111111111,2.7185777777777766,2.729022222222222,0.4768054666666667,0.5371872000000001,-17.93400000000001,147.60522307097776,17.295777777777793,0.009596155555555553,1.4514222222222226,6.1307111111111166,-0.29184799999999994,-0.5519176444444447,-10.274791111111115,149.74819604604443,17.39911111111113,17.14059111111112,-13.845999999999998,-12.35377777777775,128.91104621964445,-18.845555555555567,1513.9342222222226,0.5072207999999999,0.22138599999999972,11.11668303571429,-0.30960191111111096,-0.23990040000000015,-10.731955555555555,144056.3111111111,9.772248888888889,11.080137777777779,0.2880795999999998,1.1542688888888888,11.344702222222216,-12.406406902044445,-11.872972942844447,-8.781976685320002
